IQ,RPM
25,1095
53,1095
63,1093
81,1091
71,1093
68,1093
84,1093
47,1093
33,1093
31,1093
38,1093
44,1093
16,1093
49,1093
34,1093
19,1093
26,1095
22,1095
38,1095
49,1095
57,1093
58,1093
60,1093
48,1093
57,1093
36,1095
76,1093
73,1093
5,1093
65,1093
58,1093
57,1093
55,1093
43,1095
61,1093
37,1095
40,1095
17,1093
57,1093
74,1093
48,1093
50,1093
27,1093
59,1093
63,1093
70,1093
72,1093
45,1092
77,1093
76,1093
61,1093
55,1093
53,1093
45,1093
43,1093
19,1093
41,1093
34,1093
53,1093
32,1093
50,1093
16,1093
41,1095
44,1095
37,1095
52,1093
37,1095
33,1093
86,1093
64,1093
58,1092
52,1093
59,1093
49,1093
42,1093
43,1092
42,1093
27,1093
25,1093
16,1093
19,1093
31,1093
48,1093
32,1093
27,1093
39,1095
27,1093
38,1093
70,1093
61,1093
13,1095
68,1093
35,1093
39,1093
34,1095
24,1095
36,1093
19,1093
30,1093
17,1093
25,1093
29,1093
13,1095
17,1095
24,1095
26,1095
29,1093
39,1093
29,1093
34,1093
44,1093
67,1093
48,1095
33,1095
45,1095
43,1093
40,1093
35,1093
40,1093
42,1095
42,1093
33,1095
43,1093
19,1093
49,1093
47,1093
49,1093
55,1093
51,1093
76,1093
60,1093
69,1093
60,1093
94,1095
57,1093
64,1093
53,1095
60,1095
51,1096
37,1093
55,1095
17,1093
29,1093
46,1093
56,1093
73,1095
44,1095
49,1095
53,1093
61,1093
91,1093
75,1093
101,1093
85,1093
93,1093
43,1095
56,1093
53,1093
50,1093
49,1095
45,1095
49,1093
10,1095
44,1095
44,1095
14,1093
31,1093
39,1093
33,1093
49,1093
53,1093
54,1093
85,1093
66,1093
18,1093
51,1093
38,1093
48,1095
37,1093
44,1095
43,1093
40,1095
18,1093
16,1093
20,1093
37,1095
34,1093
32,1093
39,1093
31,1095
42,1093
36,1095
45,1093
81,1093
62,1093
42,1093
31,1093
53,1095
39,1095
40,1095
29,1095
34,1093
33,1093
14,1093
23,1095
31,1095
19,1095
31,1095
40,1093
16,1093
27,1093
36,1095
56,1093
74,1093
66,1093
37,1093
66,1095
77,1093
52,1093
46,1093
44,1095
47,1093
50,1095
37,1095
41,1095
49,1095
54,1095
19,1093
41,1093
48,1093
37,1095
49,1095
43,1095
78,1093
75,1093
85,1093
55,1093
83,1093
55,1095
57,1095
64,1093
58,1095
61,1092
53,1093
52,1093
54,1093
47,1095
43,1093
37,1095
55,1095
55,1095
43,1093
53,1093
53,1093
61,1093
59,1093
61,1093
94,1095
117,1093
85,1093
67,1093
57,1093
55,1095
48,1097
49,1095
44,1093
56,1095
54,1095
34,1095
31,1095
48,1093
41,1093
33,1095
41,1095
38,1093
45,1093
42,1092
66,1093
61,1096
84,1093
78,1093
61,1095
51,1095
36,1095
43,1093
45,1093
34,1093
14,1095
43,1095
98,1095
39,1095
26,1095
31,1095
33,1095
42,1093
34,1095
30,1095
48,1093
