IQ,RPM
63,803
75,803
69,804
72,803
68,803
56,803
92,803
48,805
58,804
49,804
53,804
58,804
51,803
35,803
43,799
45,804
49,803
26,804
33,804
60,804
59,804
45,803
21,803
33,803
49,804
48,804
58,804
54,804
52,803
58,803
53,803
54,803
55,803
63,804
20,804
50,803
54,804
25,803
33,804
40,804
39,804
17,803
26,804
28,803
25,804
28,803
32,803
20,803
14,803
14,803
13,803
1,804
39,804
25,804
9,803
32,804
29,803
28,804
25,804
28,804
33,803
37,804
14,804
22,804
14,803
42,803
25,804
21,803
34,804
8,804
20,803
12,803
22,803
12,803
18,804
20,803
15,803
6,803
29,803
39,804
18,803
21,803
18,803
30,804
15,803
41,804
30,803
34,804
39,803
36,803
35,803
27,803
58,804
25,804
41,804
35,804
26,803
17,803
27,804
23,804
22,804
18,804
24,804
36,803
31,804
24,804
25,803
14,803
42,804
44,804
48,804
48,803
46,804
38,804
48,803
56,804
51,804
40,803
51,803
63,799
26,804
60,803
33,804
1,804
26,804
48,803
25,804
50,803
40,804
39,803
38,803
38,803
43,803
37,803
42,803
24,803
31,804
88,804
3,804
62,803
58,804
54,803
54,803
54,803
67,804
62,804
66,804
69,804
69,804
28,804
49,804
28,804
33,803
60,804
53,804
54,804
42,804
40,803
46,804
44,803
40,803
42,804
55,803
47,804
33,803
46,803
55,803
58,803
47,803
48,804
63,803
52,804
57,803
58,804
50,803
48,803
63,803
45,804
55,803
31,804
72,803
33,804
26,803
44,803
38,803
19,803
28,803
24,804
20,804
16,804
10,803
27,803
33,803
43,811
7,804
32,804
11,804
21,803
42,804
37,804
9,801
26,803
26,803
29,803
37,804
77,804
15,803
70,804
19,804
39,804
32,803
29,803
18,803
27,803
9,804
10,803
11,804
17,805
29,804
7,804
5,803
11,803
22,804
18,803
14,803
22,803
30,803
14,803
21,803
29,803
30,804
41,804
46,803
36,803
37,803
21,803
42,804
1,804
11,804
39,804
38,804
19,804
28,804
25,803
22,803
25,804
10,804
19,803
9,803
49,811
37,804
48,803
35,804
44,803
48,803
55,804
64,804
42,804
53,803
42,803
41,803
46,804
65,803
46,804
76,804
50,804
88,803
41,804
44,803
56,804
69,803
38,804
38,803
40,804
46,803
50,803
57,803
54,803
39,803
47,803
63,803
58,804
62,804
58,804
53,804
61,804
66,804
65,803
61,803
73,804
70,804
25,804
48,803
53,803
44,804
25,803
60,804
29,803
50,804
50,812
44,804
45,803
54,803
42,803
34,804
42,803
59,804
24,804
52,803
15,803
35,804
33,803
45,803
55,803
53,804
56,803
60,804
56,803
53,803
46,803
52,803
56,803
44,803
66,804
25,804
33,804
21,804
47,803
25,803
22,804
27,804
17,805
24,804
27,804
32,803
22,803
27,803
39,804
24,803
25,803
25,804
42,804
39,804
23,803
28,803
31,804
33,803
8,803
45,804
21,804
49,803
5,804
17,803
30,804
53,803
6,804
28,803
12,803
12,804
11,804
16,803
27,803
15,803
9,803
18,804
14,804
9,804
25,803
21,803
22,804
29,803
41,803
32,804
38,803
30,804
30,804
25,804
24,804
40,804
65,803
33,803
93,804
16,804
18,804
27,803
20,803
22,805
22,803
16,803
18,804
19,803
18,803
35,804
5,803
39,803
58,804
24,803
27,803
47,804
52,803
55,804
56,803
50,804
55,803
53,803
76,804
29,803
78,803
35,804
56,804
26,804
35,803
48,804
43,803
37,803
45,804
40,804
40,804
41,804
54,803
41,803
52,804
33,803
47,804
48,803
49,804
62,804
55,804
71,803
69,803
68,804
66,803
69,803
71,804
80,803
47,803
54,803
48,804
42,803
33,803
59,803
36,804
41,803
35,804
47,803
42,804
53,803
50,803
34,803
46,803
37,803
39,804
21,803
48,803
114,803
58,803
46,803
53,803
52,804
52,804
58,804
48,803
48,804
33,804
65,804
41,803
45,804
89,804
49,804
49,804
32,804
45,803
27,804
28,803
27,803
24,803
24,803
20,803
26,804
29,803
38,801
23,803
16,804
31,803
25,803
11,804
29,804
35,803
34,804
28,803
38,803
46,804
23,804
64,799
69,804
42,803
25,801
55,804
34,803
8,803
20,803
25,804
21,804
15,803
10,803
13,804
5,803
40,803
13,804
15,804
18,804
21,804
13,804
38,803
37,804
37,803
35,803
28,803
41,803
19,804
36,804
41,803
39,804
2,803
33,803
5,803
4,803
14,804
27,804
23,804
19,803
21,803
30,803
19,804
25,803
19,799
18,803
54,804
24,804
44,803
53,804
37,803
38,803
43,803
42,803
52,803
54,804
41,804
42,803
41,804
68,803
54,804
65,804
41,804
60,804
53,804
36,804
43,804
45,803
38,803
38,804
44,803
59,804
48,803
51,803
39,803
53,803
31,803
49,803
34,804
37,803
52,803
61,804
68,803
63,804
65,804
73,804
70,804
75,804
87,803
68,803
91,803
57,804
50,803
39,803
75,803
41,803
44,803
48,803
49,804
45,803
41,803
44,803
44,803
48,803
29,804
62,804
66,804
38,804
45,803
46,804
53,803
62,804
59,804
51,804
50,804
54,803
59,803
43,803
35,803
44,803
32,802
41,803
44,804
51,803
27,805
30,801
25,803
25,804
18,804
18,804
23,804
36,803
17,803
21,804
24,801
25,804
25,803
22,804
21,804
36,803
38,803
38,803
35,804
30,803
35,803
21,803
35,803
29,804
16,804
15,804
30,804
3,804
35,797
15,804
17,804
12,804
16,804
19,804
15,804
13,803
12,803
6,804
9,803
4,803
30,804
31,803
29,803
21,803
30,804
38,803
32,803
23,803
47,803
47,804
60,803
51,805
41,803
41,804
44,803
27,804
36,801
22,803
22,803
18,804
16,804
18,803
30,804
8,804
11,803
29,803
40,803
34,804
44,804
56,804
47,805
45,803
52,804
50,804
55,804
51,804
70,804
47,804
52,803
49,803
43,803
48,803
33,803
48,804
57,803
33,804
44,803
42,804
36,803
37,803
26,803
45,803
35,809
53,803
46,804
47,803
49,804
14,804
62,804
42,803
78,804
63,804
58,804
66,804
69,804
78,803
58,803
96,803
59,803
63,804
50,804
49,804
47,804
54,803
50,803
43,804
43,804
45,804
44,804
41,805
43,804
46,802
19,803
45,803
21,804
33,803
52,804
48,804
43,804
71,803
53,803
51,803
56,803
54,803
63,803
40,804
47,803
35,804
38,803
17,803
64,803
54,804
48,803
26,803
28,803
24,805
22,803
14,804
10,803
33,803
8,801
35,804
36,804
40,804
25,803
39,803
24,803
30,805
35,803
31,804
25,804
27,804
33,804
43,801
44,804
26,803
44,804
33,804
30,804
7,804
33,803
9,803
11,803
15,803
14,804
22,804
18,803
22,804
8,804
36,803
14,804
23,803
4,804
7,803
43,804
2,803
36,804
33,804
34,804
30,803
32,805
46,803
22,804
60,803
4,804
41,804
26,804
35,803
36,803
35,804
20,803
24,803
22,804
22,804
10,804
21,805
23,804
35,803
35,803
39,804
35,804
38,803
30,804
46,804
45,803
49,803
50,803
58,803
58,804
54,804
53,801
43,804
50,804
51,803
41,803
33,803
74,803
36,804
72,803
36,804
41,803
39,804
42,803
40,803
35,804
49,804
33,803
61,804
39,803
56,803
52,804
48,803
34,803
43,804
60,803
67,804
66,804
70,804
27,803
59,803
69,803
60,804
48,804
27,803
65,804
20,804
