IQ,RPM
25,805
14,803
62,803
16,804
27,803
21,804
20,803
17,804
22,803
19,803
22,803
1,803
18,803
21,804
48,804
28,803
39,803
48,804
46,803
51,803
54,804
51,804
41,804
69,804
32,803
29,804
73,803
69,808
74,804
65,804
64,804
36,804
4,804
35,803
39,803
45,803
38,803
34,804
52,804
58,803
42,803
42,803
39,801
64,803
59,803
95,803
48,804
70,803
61,804
64,803
66,803
79,804
73,804
68,805
53,803
74,804
67,804
90,804
41,803
50,803
44,804
83,805
51,804
47,801
52,804
45,803
46,803
50,803
52,803
45,803
42,803
53,803
47,804
51,804
91,804
67,804
33,804
69,807
61,804
59,804
60,804
59,804
62,804
52,803
42,803
40,803
51,803
25,803
68,804
30,804
16,803
44,804
31,803
34,803
37,803
41,804
10,804
19,804
32,803
30,803
30,803
1,803
25,803
48,803
31,803
30,804
36,803
39,804
38,803
42,803
39,803
42,803
36,803
30,804
37,804
24,804
46,804
7,805
18,804
0,804
14,804
19,804
27,803
16,804
18,804
19,804
1,803
12,803
36,804
24,803
25,803
16,804
22,804
30,803
30,804
38,803
26,803
42,803
23,804
44,804
43,803
55,803
11,803
25,803
17,803
67,803
27,804
27,803
28,804
19,803
18,804
23,803
14,803
34,804
18,804
3,803
28,803
16,803
28,803
58,804
9,804
57,803
52,803
54,804
44,804
52,804
57,804
70,804
40,804
51,804
33,803
43,803
88,803
48,804
53,804
33,803
34,803
44,804
40,803
37,803
38,803
49,804
17,803
54,804
74,803
55,803
39,803
40,803
44,803
54,804
55,803
77,804
61,803
69,804
78,803
72,803
78,804
75,804
80,803
91,804
55,803
49,804
50,803
48,803
41,803
50,803
44,804
47,804
46,804
48,804
47,804
50,803
55,803
56,804
46,804
38,804
50,804
52,804
45,804
55,803
62,803
48,803
58,803
66,803
56,803
70,804
50,804
56,803
50,804
44,807
33,804
64,803
44,803
61,804
36,804
7,803
33,804
30,803
33,803
25,803
39,804
32,803
15,804
38,804
22,803
47,803
49,803
56,804
38,803
45,804
41,803
40,804
37,804
42,804
26,804
30,803
36,804
48,804
58,804
16,804
2,804
43,803
18,803
5,803
14,803
21,804
18,803
17,803
30,803
17,804
15,804
22,803
31,804
13,803
20,804
37,804
0,803
37,804
43,803
39,804
45,803
47,803
54,804
35,804
55,799
76,803
9,803
33,804
12,803
39,803
24,804
20,803
23,791
27,804
30,804
31,804
29,804
29,804
24,803
19,804
15,804
42,804
3,804
39,804
46,804
62,804
50,803
50,803
41,804
50,803
46,804
54,803
17,803
44,803
44,815
49,803
73,804
63,803
82,804
42,803
44,804
35,803
44,804
36,803
40,804
34,803
50,799
33,803
70,804
56,803
64,804
52,803
44,803
41,803
62,803
61,803
64,804
66,804
67,803
57,803
59,804
99,804
64,804
78,804
42,804
57,804
38,804
31,803
50,803
43,804
54,803
42,804
55,804
48,804
50,804
55,803
42,803
44,804
39,803
23,803
28,803
67,804
30,803
12,804
105,803
68,803
61,803
58,804
64,804
52,804
77,805
46,804
54,801
50,803
17,803
50,803
88,803
43,803
35,803
36,804
29,804
17,803
24,803
27,804
25,803
42,804
6,804
47,804
48,804
25,804
44,804
50,804
37,803
36,804
35,804
38,804
36,804
45,804
63,803
33,803
34,803
19,803
40,802
63,803
47,804
2,803
19,804
17,803
23,803
17,803
18,804
1,803
13,804
19,803
28,804
7,803
16,803
14,803
30,803
19,803
29,804
35,803
21,804
33,803
41,804
28,803
36,803
23,803
21,804
9,804
9,804
26,804
30,803
22,804
19,804
23,804
20,804
21,804
24,803
19,804
22,804
23,805
34,803
45,803
41,803
79,804
21,803
54,803
55,803
51,800
51,804
52,803
51,803
55,803
84,803
50,804
78,803
47,804
58,803
40,803
64,803
52,804
34,803
35,804
39,804
35,804
38,804
39,803
60,803
49,803
19,803
63,803
47,804
48,804
103,803
62,804
42,803
81,803
68,804
68,804
67,804
67,804
74,804
77,804
78,803
69,803
67,804
66,803
80,804
60,804
39,804
61,803
51,803
46,803
48,803
45,803
44,804
42,803
52,804
41,803
53,801
69,803
47,804
27,803
53,804
54,803
52,803
69,803
65,804
68,803
67,803
69,804
62,803
68,803
65,803
73,804
59,804
64,804
50,803
53,803
47,804
34,804
29,804
30,804
26,803
34,804
35,804
32,803
32,803
27,803
46,804
56,804
71,803
7,803
39,803
29,803
44,803
39,803
43,803
45,803
55,803
33,804
53,804
44,803
22,803
17,803
40,803
45,804
15,803
9,804
21,803
22,804
24,803
16,804
10,803
21,803
8,803
12,804
7,804
9,803
25,804
25,803
31,804
38,803
28,803
33,804
33,804
34,804
24,804
32,804
25,804
40,803
20,804
33,804
11,805
7,804
26,804
17,803
48,803
24,803
26,803
14,804
18,803
2,804
36,804
16,803
52,803
40,803
25,803
15,803
37,804
38,803
60,804
46,803
49,803
50,803
55,803
54,813
42,804
87,803
45,804
59,804
56,804
57,803
30,803
47,803
43,803
37,804
34,804
36,801
40,804
49,804
47,803
45,804
62,804
46,804
39,804
47,803
68,804
58,804
66,803
69,804
70,803
71,804
69,804
68,804
63,803
81,804
67,803
72,803
77,803
73,803
113,803
39,804
88,803
57,804
23,803
47,804
50,803
48,803
43,803
35,804
37,803
47,804
30,803
54,803
41,803
56,803
31,803
64,803
71,804
67,803
76,803
66,803
68,803
56,803
50,803
29,804
64,804
44,803
81,803
33,804
30,804
36,803
34,803
35,803
39,804
34,804
30,804
32,804
19,804
25,803
34,803
28,804
54,803
42,803
44,804
43,803
47,804
22,804
35,804
48,804
46,803
45,803
37,804
68,803
41,804
48,804
34,803
23,803
17,803
30,803
17,803
19,803
31,804
15,804
20,803
17,803
29,803
19,804
29,804
22,803
1,804
18,804
44,804
27,804
39,803
37,803
46,803
36,804
37,804
34,804
27,804
21,803
0,803
21,803
10,803
17,803
41,803
36,804
17,804
35,804
37,803
24,803
24,803
17,804
19,803
16,804
1,801
56,803
46,804
18,803
4,803
39,801
19,803
54,804
50,803
47,804
56,803
58,803
55,803
50,803
53,804
54,803
38,804
25,804
47,804
35,804
48,804
46,804
50,804
34,804
42,804
50,804
47,804
52,804
51,803
47,803
39,801
54,803
54,804
40,803
48,804
67,804
62,804
61,803
64,803
66,803
70,804
71,803
59,804
67,803
60,804
93,804
36,803
49,803
50,803
58,804
49,804
59,803
40,803
55,804
55,803
53,803
50,803
56,803
50,803
53,804
46,804
47,804
83,803
66,803
58,804
74,804
61,804
66,804
65,804
63,804
59,804
62,803
57,804
42,804
49,803
66,804
33,804
60,804
30,803
42,803
35,803
42,803
40,803
27,804
32,803
42,804
30,803
36,804
50,803
47,807
47,803
64,804
35,804
31,803
36,803
38,804
42,804
39,803
46,803
54,803
54,803
34,803
50,804
20,804
41,804
26,803
30,803
18,804
18,804
14,804
22,804
23,804
16,804
26,804
19,803
33,803
9,803
39,803
55,804
35,799
44,803
37,803
38,803
37,803
45,803
47,803
38,803
39,804
32,803
34,803
20,804
27,803
65,803
66,803
7,804
30,803
9,804
26,804
18,804
26,803
27,803
10,803
30,803
27,803
26,804
29,804
23,804
34,804
29,803
105,804
39,805
52,803
52,804
44,804
49,804
44,803
35,803
42,803
73,803
39,804
42,804
49,804
19,804
44,803
36,803
43,804
45,804
34,803
42,803
36,803
34,803
36,804
63,803
72,804
64,804
55,803
34,803
53,803
58,803
63,804
69,804
63,804
74,803
65,803
78,803
62,803
77,804
70,804
63,803
60,803
73,804
73,803
39,803
41,803
39,804
52,804
44,801
54,804
48,804
56,804
61,804
49,804
65,799
55,804
54,804
57,803
46,804
76,804
73,803
61,803
61,803
66,803
56,804
69,803
70,804
59,803
65,803
45,803
52,803
57,804
66,804
44,803
39,804
35,804
35,804
33,803
35,804
27,803
25,804
28,803
48,804
58,803
45,803
55,803
18,803
35,804
43,803
39,804
43,804
30,804
44,804
46,804
40,803
27,803
32,797
26,803
14,804
9,804
24,804
17,804
17,803
16,803
13,803
21,803
22,804
22,804
24,804
20,804
23,803
0,804
13,803
23,803
10,804
15,804
31,804
20,801
37,803
43,804
39,803
43,804
40,803
25,803
50,803
31,804
36,803
18,803
19,803
21,803
52,803
27,804
20,804
21,804
26,804
37,804
32,804
20,803
26,803
10,804
27,804
39,804
11,804
47,804
45,804
47,803
37,803
50,803
50,804
45,804
48,804
46,803
50,803
43,803
29,803
51,803
49,804
48,803
39,804
36,803
25,804
23,803
43,804
48,803
37,804
27,803
44,804
29,803
42,804
55,804
54,803
34,804
59,803
36,803
66,804
69,804
60,803
63,803
71,804
66,803
71,803
58,803
62,804
