IQ,RPM
49,803
47,803
48,804
42,804
46,804
38,803
33,804
54,803
47,803
59,804
76,799
67,804
63,804
68,803
65,804
70,804
64,803
58,803
51,804
72,803
41,803
54,804
65,803
41,803
35,803
53,803
34,804
35,804
34,803
29,804
23,803
37,804
27,803
22,803
4,803
43,804
23,809
9,804
35,792
6,803
46,803
37,803
40,804
48,803
35,804
58,803
38,804
34,804
47,804
55,804
19,803
41,804
8,803
21,803
18,804
19,804
21,804
20,804
21,803
22,804
10,804
10,804
10,804
28,804
39,803
17,803
5,803
17,803
39,803
21,803
36,804
15,803
38,803
43,803
29,804
34,804
24,803
90,804
18,804
56,803
20,803
44,803
36,803
26,803
21,803
18,803
23,803
39,803
19,801
35,804
9,804
27,803
76,803
17,804
19,803
58,804
39,803
55,804
42,804
49,804
48,804
51,803
47,803
44,807
44,803
59,804
39,804
42,803
31,803
50,803
62,804
45,804
43,803
31,804
35,803
36,804
39,803
34,805
37,803
29,804
33,803
78,804
55,804
59,804
39,803
55,803
65,803
53,803
53,803
72,803
68,803
71,801
61,803
79,803
57,803
73,804
43,804
89,803
50,804
44,804
39,804
51,804
45,804
55,804
45,804
42,804
49,804
53,804
37,804
56,803
46,803
47,804
58,803
68,804
58,803
77,804
70,803
67,803
54,804
60,804
53,803
55,803
63,803
43,803
40,804
66,803
32,804
81,805
30,803
26,803
43,803
35,804
34,804
31,803
27,804
26,803
31,803
49,803
41,803
38,803
55,803
34,804
30,804
31,804
48,803
37,803
33,803
38,804
45,804
32,803
34,804
31,804
36,804
93,803
9,803
16,804
12,803
17,803
44,804
26,804
15,803
13,807
11,803
26,803
21,804
40,803
9,803
16,804
23,804
16,803
44,804
22,804
20,803
30,804
30,803
33,804
36,803
17,804
34,803
31,803
26,803
3,803
25,804
20,803
35,804
15,803
25,804
12,804
27,804
17,803
22,804
24,804
29,805
30,804
45,803
20,804
39,804
11,803
53,803
27,803
49,804
45,804
52,804
40,804
52,803
42,803
45,803
88,801
59,803
60,803
35,804
56,803
26,804
30,803
47,804
43,804
38,804
42,803
42,804
40,803
49,804
36,803
54,803
48,803
46,803
7,804
65,804
53,804
