IQ,RPM
51,803
64,803
33,804
40,803
23,804
41,804
31,804
37,804
31,803
24,804
31,804
38,804
8,803
32,804
58,804
42,804
31,807
34,803
41,803
35,803
38,803
34,804
43,804
50,804
40,804
74,804
67,803
57,803
31,804
18,804
40,803
95,804
39,804
37,803
36,804
37,804
32,803
31,804
41,804
23,803
12,804
15,804
25,804
27,804
42,804
43,804
31,803
42,803
38,804
42,804
39,811
42,804
32,803
43,803
37,803
49,803
48,803
25,803
60,803
36,804
43,803
39,803
43,803
41,803
27,804
31,803
23,803
35,803
27,803
24,803
55,804
43,803
16,803
47,804
34,804
33,804
52,804
34,804
46,804
39,803
49,804
30,803
17,803
61,803
35,803
63,804
53,804
47,803
14,803
41,803
25,804
45,803
31,804
32,804
30,803
23,803
36,804
27,803
31,804
16,804
10,804
28,804
43,804
32,804
49,803
39,803
37,803
47,803
50,803
58,803
47,803
25,803
52,803
65,804
56,804
63,803
9,803
39,804
39,804
26,804
45,804
41,803
39,803
31,803
24,803
27,804
18,804
15,804
32,804
45,804
33,804
18,793
32,803
41,803
41,804
48,804
40,803
56,803
58,804
58,804
33,804
42,804
72,803
41,804
66,803
46,803
41,804
39,803
25,803
36,803
34,805
38,804
40,804
18,803
4,803
39,804
24,804
25,803
43,803
47,804
55,805
33,804
21,804
35,803
35,803
45,804
42,804
51,803
26,803
61,803
65,804
72,803
55,804
42,803
33,803
38,804
32,803
25,804
36,797
36,803
31,804
31,804
36,804
32,803
24,804
16,804
18,804
23,804
30,803
21,804
41,803
48,803
39,804
40,804
44,804
58,803
52,803
29,803
82,803
41,804
64,803
35,804
18,803
36,804
39,803
37,804
28,803
32,804
19,804
31,804
34,804
31,804
29,804
46,804
25,804
58,803
38,803
22,803
32,804
41,801
47,801
43,803
41,804
41,803
71,804
58,803
71,803
64,803
64,803
39,803
57,803
27,804
24,803
39,803
33,804
37,804
38,804
32,804
49,804
35,804
52,804
33,804
8,803
25,803
31,803
38,804
23,803
41,804
40,803
47,803
42,803
52,803
49,803
50,803
5,803
70,804
74,804
72,804
18,804
55,804
42,803
31,804
32,804
39,804
31,804
35,803
46,804
49,803
48,803
33,804
31,803
24,804
51,803
56,803
34,803
32,803
49,803
43,804
36,804
35,803
44,804
41,804
54,804
74,804
52,803
72,803
49,804
51,804
18,803
58,803
40,804
36,804
24,803
37,804
26,803
39,804
35,801
23,804
48,804
15,804
25,804
18,803
24,804
28,804
42,804
21,804
37,804
43,804
37,803
55,803
60,803
65,803
57,803
67,804
48,803
63,803
48,804
33,803
29,804
39,804
35,804
36,804
32,804
38,804
31,804
35,804
32,803
45,803
24,803
40,804
22,804
25,804
76,803
32,804
37,804
43,804
39,803
45,804
33,803
37,803
39,803
46,803
49,803
56,804
25,801
59,804
29,804
48,804
40,804
44,804
31,804
32,805
38,803
32,801
30,803
23,803
13,803
24,803
18,804
38,803
28,804
34,804
48,804
41,804
39,804
38,804
55,804
42,803
57,803
65,803
3,803
57,803
80,804
57,804
55,804
41,803
40,804
27,804
36,803
37,803
30,803
23,804
33,804
14,803
33,804
24,803
41,804
12,804
33,804
34,804
32,804
34,804
37,804
47,804
46,803
42,803
50,803
61,804
61,804
67,803
64,803
49,803
60,803
85,803
38,803
23,803
25,804
36,804
26,803
33,804
32,803
0,804
27,803
24,804
24,804
10,804
22,804
33,804
20,803
49,803
37,803
40,803
42,803
34,804
41,804
45,804
51,804
13,803
72,803
40,804
55,803
59,803
56,804
42,804
24,804
32,804
36,800
32,804
39,804
43,804
11,804
47,804
