IQ,RPM
80,803
23,804
33,803
14,804
30,804
55,803
41,803
36,803
35,804
37,804
41,804
35,804
27,803
39,804
40,803
42,804
43,803
14,803
34,804
42,804
43,803
45,803
50,804
45,803
57,803
37,804
65,803
55,804
80,803
72,804
26,805
55,803
42,804
48,803
39,804
35,804
40,804
46,804
39,803
32,804
32,804
32,803
15,804
40,804
60,804
32,804
56,804
42,803
34,804
43,804
43,804
50,803
44,804
49,804
29,804
78,804
43,803
80,803
64,801
72,803
46,804
41,803
40,804
32,803
24,803
37,804
32,803
39,803
24,804
23,804
27,804
33,804
49,804
37,803
19,803
43,804
51,804
48,803
43,804
47,804
46,803
48,804
61,804
56,803
61,803
47,804
72,804
71,803
71,803
33,804
74,804
32,803
33,804
32,804
41,804
38,804
39,804
38,804
36,803
39,803
32,803
42,803
32,803
34,804
43,804
49,804
41,803
45,803
43,803
52,803
40,803
39,803
48,804
16,804
72,803
40,803
73,803
59,804
27,804
39,804
47,804
47,804
45,804
30,799
16,804
36,803
27,803
38,801
28,803
40,804
27,804
70,803
38,804
51,804
33,803
54,804
43,804
47,803
36,804
67,803
75,803
51,803
82,804
58,804
64,803
48,803
63,804
33,804
31,804
34,803
41,803
37,803
39,803
39,803
46,804
36,804
24,803
40,804
17,803
37,803
47,804
43,804
42,804
35,804
56,804
52,804
59,803
57,811
67,808
70,803
70,803
73,803
40,804
15,803
46,808
55,804
39,804
47,803
39,803
36,804
41,804
35,804
41,804
44,804
36,804
26,803
40,803
35,804
46,804
29,804
30,804
49,803
40,804
41,803
42,803
39,803
41,803
52,804
60,803
114,804
74,804
80,803
39,804
65,804
45,804
41,804
39,804
29,804
40,804
32,803
52,803
32,803
30,804
41,803
46,804
16,804
18,803
32,804
8,804
43,804
41,801
39,803
38,804
40,804
39,804
49,803
70,803
83,803
43,803
42,803
47,804
77,804
64,803
33,804
31,803
53,804
53,803
42,803
32,803
31,803
32,804
27,804
27,803
24,804
41,803
27,803
84,804
43,804
40,804
21,804
43,804
52,803
46,804
44,803
58,803
46,803
70,803
58,803
8,804
25,803
66,804
64,804
39,803
47,803
46,804
46,804
35,804
27,803
31,803
47,803
36,803
43,804
45,804
25,803
37,804
47,804
43,804
51,803
41,804
43,803
43,803
46,804
56,804
38,803
68,804
75,803
49,804
96,803
64,803
47,804
42,804
41,803
25,803
35,804
31,803
35,804
39,803
51,804
36,804
27,804
8,804
24,804
2,803
43,803
17,803
41,803
41,803
37,803
38,804
38,803
48,804
66,804
25,804
48,804
76,804
73,804
64,803
42,803
50,803
48,803
39,803
47,803
39,801
32,804
39,804
31,804
41,804
40,803
39,803
23,804
105,803
2,804
47,803
34,801
50,804
50,804
43,803
52,803
46,803
49,804
74,803
49,803
61,804
64,803
39,803
71,804
62,804
46,804
41,803
31,803
41,804
42,803
24,804
19,803
32,804
26,803
50,804
24,804
31,804
9,804
27,804
61,804
23,804
25,803
43,803
48,804
47,804
50,804
49,804
57,804
48,804
3,803
82,803
80,804
62,804
89,803
45,804
39,803
39,803
41,804
40,803
39,803
39,804
41,804
41,804
27,804
33,804
40,804
42,803
32,803
14,805
50,804
33,803
47,804
45,803
45,803
37,803
66,803
61,804
56,803
58,804
64,803
55,803
57,804
41,801
41,800
48,804
30,804
43,804
36,804
27,804
31,804
33,804
45,803
20,804
23,804
17,803
6,803
38,803
22,804
50,803
48,803
49,803
38,803
45,803
48,803
60,803
59,803
66,804
58,803
64,804
7,804
38,804
27,804
41,804
39,804
30,804
40,803
35,803
39,803
31,804
35,803
55,803
46,804
32,804
1,804
28,803
25,803
43,804
41,803
43,804
40,804
42,804
45,804
57,804
58,804
69,804
70,803
81,804
71,804
11,803
59,803
33,804
31,796
47,803
35,804
36,803
36,804
31,803
31,803
20,804
33,804
31,803
24,803
45,804
18,804
30,804
42,804
41,804
43,804
38,804
43,803
55,803
50,803
46,803
52,803
49,803
41,803
33,803
70,803
46,804
44,804
23,803
25,804
32,804
36,804
34,804
39,807
49,804
45,804
33,804
40,803
41,804
51,804
28,804
34,804
42,804
27,803
40,803
41,803
50,803
34,803
48,803
65,803
65,803
82,803
72,804
54,804
50,803
33,804
31,804
39,804
31,804
40,804
33,803
24,803
31,803
39,804
32,803
31,804
40,803
10,803
26,803
14,803
20,804
41,804
43,803
48,804
41,804
37,804
48,804
58,803
56,804
52,803
81,803
32,803
66,804
32,803
38,804
39,803
39,804
34,803
41,803
32,803
31,803
22,804
35,803
38,804
30,803
25,803
37,803
28,804
40,803
42,804
39,804
41,803
42,804
43,804
42,803
52,804
43,804
66,803
73,803
