IQ,RPM
31,1004
15,1003
28,1006
36,1004
30,1006
14,1004
38,1004
36,1004
36,1004
39,1004
34,1004
66,1004
75,1004
94,1004
84,1006
72,1006
52,1004
25,1004
46,1004
38,1004
39,1004
19,1004
41,1004
31,1004
30,1004
20,1004
11,1004
12,1006
31,1006
40,1004
50,1004
40,1004
53,1004
51,1004
40,1004
65,1004
73,1006
50,1004
70,1004
35,1004
39,1004
46,1004
48,1004
42,1004
35,1004
33,1006
23,1006
10,1004
37,1004
30,1004
40,1004
39,1004
33,1004
35,1004
32,1006
42,1004
63,1004
66,1003
52,1006
78,1004
43,1006
81,1004
76,1004
49,1004
41,1004
34,1006
29,1004
35,1003
45,1004
32,1004
15,1005
29,1006
9,1004
43,1004
22,1006
33,1003
39,1004
42,1006
60,1004
72,1004
66,1004
79,1003
64,1004
82,1006
80,1004
47,1006
40,1004
41,1004
24,1004
33,1003
35,1003
31,1004
18,1003
24,1004
21,1006
42,1004
32,1006
22,1004
50,1004
37,1006
47,1004
53,1004
40,1004
63,1004
60,1004
86,1003
76,1004
49,1004
41,1004
56,1004
43,1004
39,1004
29,1004
19,1004
31,1004
19,1004
15,1004
31,1004
15,1003
19,1006
41,1006
38,1006
27,1006
46,1004
46,1006
54,1004
70,1002
69,1004
46,1004
74,1004
79,1004
67,1004
40,1004
41,1003
35,1004
45,1004
38,1004
37,1006
39,1006
40,1003
30,1006
28,1004
7,1004
40,1004
36,1004
39,1006
46,1004
53,1006
72,1004
76,1004
62,1004
62,1004
75,1004
26,1004
33,1004
48,1004
41,1004
40,1004
20,1004
8,1004
22,1004
20,1004
25,1004
15,1006
38,1006
41,1004
58,1006
46,1004
42,1004
52,1004
53,1004
74,1006
38,1004
66,1004
85,1004
84,1004
58,1006
54,1004
32,1006
34,1004
33,1004
34,1004
30,1006
37,1004
21,1004
25,1004
31,1004
5,1004
23,1004
24,1006
39,1004
40,1004
49,1006
37,1004
75,1004
52,1004
83,1004
76,1004
89,1004
67,1007
52,1004
47,1006
30,1004
38,1004
27,1004
21,1004
17,1004
37,1006
3,1006
40,1006
34,1004
38,1004
32,1004
41,1003
49,1006
44,1006
53,1006
63,1004
61,1004
88,1004
61,1004
85,1004
48,1004
50,1004
41,1006
27,1004
34,1004
34,1004
21,1003
26,1004
20,1004
43,1004
35,1004
29,1004
32,1004
40,1004
44,1004
39,1004
44,1004
45,1006
54,1004
70,1004
40,1004
75,1004
28,1004
48,1004
51,1004
39,1004
24,1006
41,1004
28,1006
32,1004
44,1004
16,1004
19,1006
25,1006
30,1006
32,1006
25,1004
41,1006
39,1004
41,1004
61,1004
51,1003
69,1004
58,1004
20,1004
73,1004
57,1004
50,1004
49,1004
45,1004
41,1004
35,1004
34,1006
18,1006
11,1006
12,1006
20,1004
44,1004
39,1006
31,1006
35,1004
44,1004
50,1004
34,1004
69,1004
32,1004
94,1004
84,1004
75,1004
30,1004
39,1006
46,1004
39,1004
29,1004
19,1004
15,1004
26,1006
17,1006
12,1003
32,1004
21,1004
41,1002
31,1004
35,1004
49,1004
53,1003
70,1004
53,1004
74,1004
57,1006
52,1004
72,1004
48,1004
33,1004
36,1004
34,1004
43,1003
42,1006
32,1004
27,1004
30,1004
5,1004
26,1004
9,1006
37,1004
49,1004
39,1004
37,1004
62,1004
61,1004
63,1004
70,1004
55,1004
53,1004
36,1004
63,1004
57,1004
46,1004
44,1004
35,1006
27,1006
33,1006
46,1006
13,1006
45,1004
45,1004
40,1004
32,1006
33,1004
44,1004
36,1007
39,1006
54,1004
66,1004
66,1004
103,1006
