IQ,RPM
21,803
64,803
63,804
36,804
41,803
39,804
39,804
47,804
34,804
41,804
45,803
39,803
33,803
22,804
15,804
34,804
66,804
37,804
30,803
52,803
50,803
32,803
40,804
42,804
43,804
49,804
62,803
59,803
57,803
49,803
48,803
66,803
46,803
45,804
43,805
39,804
31,804
22,803
41,803
38,803
21,804
23,803
41,803
7,803
16,803
9,804
17,803
28,804
26,804
80,804
41,804
30,801
40,803
47,804
48,804
35,803
70,803
18,804
10,803
38,803
63,803
50,803
50,804
47,803
35,803
41,804
34,804
32,803
31,803
32,803
27,803
33,804
0,803
9,804
27,804
19,804
41,805
31,804
42,804
43,804
52,803
37,804
42,804
60,803
55,803
52,803
36,803
64,803
80,803
55,804
71,803
30,803
39,804
54,804
38,804
38,803
33,803
14,804
33,804
18,804
24,804
8,804
73,804
27,803
33,803
45,803
41,804
34,804
43,804
38,804
43,803
49,803
41,804
43,804
61,803
65,804
56,803
33,803
18,801
33,804
32,803
45,804
34,803
40,804
43,804
39,803
34,804
27,803
47,803
15,803
32,803
9,804
23,803
43,803
26,801
34,803
41,803
38,804
47,803
52,804
58,803
50,804
33,803
55,804
72,803
64,804
51,804
50,804
30,804
31,804
32,804
46,804
32,804
32,803
47,804
21,803
23,808
50,803
15,803
34,803
27,804
42,804
43,803
60,803
39,803
31,803
38,804
42,804
42,804
50,804
71,804
33,804
89,803
17,803
56,804
66,803
46,804
22,804
55,803
47,803
41,803
28,803
38,803
32,804
12,803
46,804
76,804
32,803
33,803
19,803
11,803
52,804
49,803
40,804
43,804
43,804
45,803
57,803
62,803
65,804
70,804
74,804
88,804
62,803
56,804
27,804
41,804
33,803
41,804
45,805
32,804
45,804
41,804
33,803
27,803
24,804
40,803
20,803
32,804
8,804
42,804
34,803
43,803
42,803
39,803
40,804
58,803
27,804
65,803
58,803
64,804
80,803
81,803
23,801
33,804
39,804
26,804
43,804
36,804
34,803
31,803
20,803
35,803
9,804
46,803
49,803
45,803
38,803
46,804
34,803
39,804
41,804
38,804
43,804
35,803
69,803
46,804
42,803
30,804
65,804
45,803
62,803
45,801
41,804
39,803
34,803
36,804
38,803
41,803
23,804
21,804
32,803
9,803
16,803
42,803
22,803
33,804
43,804
24,804
36,804
27,804
47,803
41,803
49,803
60,803
78,803
