IQ,RPM
34,988
29,988
25,983
14,988
40,988
21,988
42,988
10,988
6,988
18,988
26,988
21,988
30,988
21,988
62,988
72,988
22,988
41,988
41,988
17,988
24,988
41,990
29,988
25,987
20,987
7,988
27,988
7,988
9,988
9,988
1,988
7,988
26,988
26,988
34,987
52,988
33,988
35,988
41,988
70,988
90,988
35,988
46,988
40,988
37,988
34,988
36,988
2,988
19,988
31,988
14,988
8,988
37,988
40,988
41,988
40,988
32,988
44,988
46,988
71,988
92,988
81,988
96,988
74,988
90,988
48,988
50,988
42,988
51,988
54,988
43,988
43,988
67,988
19,988
11,988
39,988
28,988
46,988
65,987
66,988
57,990
61,988
69,988
87,988
34,988
94,988
95,988
99,988
78,987
62,988
64,987
58,988
52,988
54,988
28,988
39,988
45,987
30,988
52,988
44,988
35,988
36,988
56,988
48,988
49,988
49,988
52,988
54,988
51,988
50,988
69,988
83,988
62,987
52,988
46,990
36,988
28,988
26,988
31,988
55,988
29,988
35,988
31,988
34,988
21,988
17,988
30,988
26,988
33,988
61,988
58,988
10,988
67,988
20,987
55,988
48,988
23,988
32,988
34,988
36,988
33,988
19,987
30,988
8,988
19,988
3,988
6,988
10,988
3,988
35,988
44,988
26,988
45,988
39,988
56,988
81,988
84,988
74,988
48,988
34,987
59,988
42,988
33,988
40,988
29,988
17,988
28,988
33,988
5,988
53,988
31,988
23,988
46,988
35,988
36,988
46,988
72,991
80,988
84,988
62,988
42,988
50,988
53,988
57,990
36,988
53,988
50,988
51,988
53,988
55,988
23,988
52,988
41,988
26,988
27,988
41,988
62,988
59,988
69,988
77,988
79,988
75,988
77,988
85,988
59,988
81,988
66,988
72,988
55,988
57,988
48,988
52,988
43,988
33,988
40,988
22,988
32,988
17,988
47,988
43,988
58,988
50,988
57,988
49,988
53,988
61,988
87,988
91,988
69,988
56,988
57,988
43,988
34,990
40,987
35,988
27,988
47,988
14,988
13,988
27,988
34,988
13,988
31,988
20,988
34,988
38,988
56,988
83,988
40,988
7,990
18,988
46,988
38,988
40,988
25,988
34,988
27,988
27,994
9,988
20,988
8,988
6,988
14,988
7,988
24,996
20,988
26,988
37,988
37,988
44,988
62,988
60,987
54,988
36,988
69,988
35,988
40,988
38,990
39,988
34,988
28,988
16,988
33,989
23,988
23,988
17,988
27,988
39,988
33,988
33,988
47,988
47,988
52,988
63,988
85,988
71,988
84,988
60,988
57,988
50,988
65,988
58,988
78,988
30,988
36,988
22,988
46,988
34,988
39,988
28,988
38,988
57,988
50,988
48,988
64,988
63,988
79,988
81,988
94,988
87,988
83,988
93,988
71,988
73,988
59,987
58,988
51,988
51,988
41,988
31,988
23,988
20,988
47,988
54,988
27,988
56,988
41,988
53,988
50,988
53,988
61,988
75,988
31,988
84,988
88,988
70,988
63,988
39,988
38,988
38,988
34,988
31,988
34,988
38,988
6,988
40,988
6,988
7,988
16,988
22,988
21,988
37,988
54,988
66,988
80,988
60,988
43,988
24,988
15,988
25,988
38,988
40,988
35,988
27,988
25,988
22,988
5,988
3,988
11,988
7,988
41,988
25,988
23,987
31,988
32,987
45,988
54,988
42,988
49,988
28,988
70,988
