IQ,RPM
3,804
48,803
15,803
25,803
21,803
28,804
19,804
7,805
10,803
14,803
2,803
10,804
5,804
6,804
2,804
7,803
19,803
21,803
19,804
20,803
27,803
25,803
38,804
35,803
38,804
37,803
59,803
25,803
51,803
72,803
20,803
44,803
36,804
18,804
28,804
21,803
17,803
22,803
33,804
21,804
26,803
0,804
45,804
39,803
43,804
38,804
48,803
49,804
61,804
35,804
54,803
57,803
57,803
46,803
43,803
47,803
44,803
28,804
41,803
17,803
39,804
45,804
33,804
35,804
39,803
40,804
49,803
54,804
36,803
50,803
52,803
55,804
14,803
40,803
64,805
48,804
66,804
62,803
56,804
64,803
70,803
63,803
64,804
59,803
59,804
50,804
63,804
65,804
33,803
53,804
54,804
41,804
51,803
45,804
44,803
47,803
46,803
26,804
46,803
46,804
30,804
39,803
56,804
52,804
48,803
136,803
53,804
47,803
52,803
52,803
48,804
47,803
33,803
44,803
50,803
36,803
57,804
80,803
44,803
39,803
17,803
13,804
29,803
26,803
24,803
11,804
30,804
35,804
35,804
38,803
9,803
47,803
31,804
22,804
30,804
28,804
27,803
35,803
28,804
32,803
18,804
26,804
50,804
5,804
9,803
40,804
17,803
24,803
8,803
12,804
16,803
22,804
15,803
9,804
9,803
5,804
6,803
2,804
7,803
10,803
1,803
39,804
38,803
35,803
34,803
39,803
27,804
40,803
36,804
26,804
69,804
11,804
25,803
3,804
15,804
36,804
27,803
26,804
17,803
16,807
15,803
26,803
20,803
22,803
34,804
50,804
38,804
26,805
44,803
44,803
48,804
45,804
44,804
45,803
52,804
55,804
47,804
63,803
53,804
78,803
44,804
89,803
17,804
74,803
26,804
43,803
43,803
41,803
38,803
33,803
47,803
52,804
60,803
55,804
54,803
47,803
64,803
34,804
39,804
48,803
62,804
75,804
61,804
66,803
73,803
65,804
52,804
46,804
20,804
34,803
43,803
41,803
35,803
48,804
61,803
43,804
45,803
43,804
45,803
36,804
42,803
3,803
32,803
57,804
38,803
39,804
58,803
47,804
71,804
55,803
30,803
57,803
60,803
50,803
49,804
52,803
42,803
55,803
30,804
25,803
56,804
41,804
47,804
36,804
19,804
23,803
25,804
23,803
21,804
3,804
34,804
42,804
43,803
30,803
126,804
40,804
38,803
33,803
37,804
43,803
35,804
30,804
38,803
29,803
24,803
27,803
0,804
35,803
9,804
17,803
16,804
29,803
19,803
14,804
11,803
6,803
17,803
4,803
25,803
34,803
3,804
15,803
2,803
40,804
17,804
28,804
29,804
35,804
31,804
32,803
29,803
28,804
34,804
37,804
39,803
6,804
25,803
20,804
16,803
30,803
27,803
22,804
22,804
23,804
6,803
27,803
24,803
32,804
36,803
60,804
17,804
43,804
99,803
37,804
19,803
44,803
52,803
48,804
49,803
56,804
44,803
39,803
46,803
54,803
35,803
56,803
35,803
39,804
47,804
52,803
39,804
37,803
40,803
43,803
42,804
47,804
49,804
62,804
38,804
63,803
56,803
53,803
71,804
47,804
69,804
61,804
65,803
69,803
73,803
70,803
67,804
54,804
63,803
69,803
25,804
44,803
34,804
41,803
39,803
44,803
45,804
35,803
48,804
48,803
36,804
16,803
43,803
52,803
14,803
17,803
44,804
36,803
46,803
61,803
57,803
60,803
50,804
53,804
54,803
51,804
43,804
50,804
20,804
32,804
99,803
21,803
26,804
17,804
28,804
6,803
20,803
20,803
18,803
14,803
22,804
11,804
18,803
23,804
47,803
39,803
34,803
22,804
28,803
46,804
34,803
40,804
38,804
15,804
43,804
35,803
37,803
24,804
54,803
30,804
2,803
10,803
13,803
13,803
18,803
9,803
2,804
5,803
18,804
27,804
6,804
23,804
35,804
16,804
28,804
38,803
28,803
33,804
33,803
35,803
39,803
23,803
34,803
11,800
36,804
33,803
35,804
7,803
24,805
25,803
7,804
30,803
33,803
16,803
25,803
12,804
26,808
2,803
29,803
31,803
43,804
24,803
36,804
38,803
61,803
50,803
48,803
50,803
43,803
54,804
50,803
65,804
49,804
66,803
41,803
40,803
68,804
33,804
42,804
39,804
32,804
35,803
40,804
42,803
36,803
40,803
33,804
40,804
47,803
48,803
59,803
31,803
32,804
62,804
60,804
69,804
70,803
76,804
66,803
57,804
89,804
36,804
85,799
90,804
96,804
44,804
48,803
45,803
42,803
52,803
45,803
47,803
46,804
34,804
30,804
69,803
45,803
14,804
64,804
52,804
35,804
55,804
54,804
58,804
58,804
57,803
48,803
54,803
54,804
44,804
50,803
45,803
18,803
26,803
21,803
7,804
46,804
27,803
23,803
16,803
8,804
16,803
23,803
17,803
20,799
13,804
31,804
32,803
31,803
24,803
30,805
29,803
32,804
31,803
40,804
39,804
27,804
47,803
36,803
38,803
18,803
31,804
12,804
24,803
18,804
11,804
15,804
12,803
19,803
17,803
22,804
17,803
6,804
13,804
23,803
10,803
21,803
27,803
22,804
29,803
27,803
39,804
43,803
40,804
36,803
23,804
50,803
21,803
58,803
17,804
35,804
43,804
26,803
27,803
32,803
22,803
18,803
18,804
19,804
25,803
10,803
28,803
54,804
33,803
62,804
58,804
39,804
55,804
57,804
54,804
52,803
50,804
47,804
61,804
30,804
68,804
69,804
50,804
41,803
41,803
48,803
23,803
34,803
43,803
40,804
41,803
46,803
51,803
35,804
24,803
63,804
38,803
55,804
43,803
48,804
58,803
34,803
61,803
68,804
72,804
72,804
67,804
61,803
76,803
83,803
73,803
44,803
56,803
81,804
53,804
42,803
42,803
59,804
42,804
40,804
40,804
49,803
43,804
50,804
38,804
38,803
38,803
58,803
68,803
62,803
44,804
61,804
55,803
54,803
60,804
64,803
46,803
76,803
42,804
66,803
35,804
57,803
26,804
12,803
25,804
44,803
28,804
22,803
24,804
38,803
19,803
22,803
19,803
12,804
21,801
1,803
38,804
48,804
26,804
46,804
36,803
32,803
39,803
40,804
22,803
35,805
33,804
49,804
28,804
24,804
17,803
2,804
6,804
19,804
19,804
16,803
14,803
39,803
20,803
10,803
4,803
6,804
2,803
9,804
20,803
17,804
19,803
37,804
30,803
38,807
34,803
35,804
38,803
34,803
13,804
16,803
42,803
41,803
60,803
21,804
16,804
19,803
15,805
19,804
23,803
23,804
10,804
21,804
18,804
32,804
59,815
23,804
34,803
62,803
39,803
56,813
52,804
41,804
63,803
49,803
45,803
53,803
63,803
77,801
54,804
51,803
48,804
26,803
48,803
36,804
87,804
37,803
37,803
41,803
44,804
42,804
47,803
12,804
38,803
46,803
23,804
64,803
29,804
75,803
63,804
53,803
60,803
59,804
70,803
56,804
55,804
60,803
64,804
68,804
54,804
57,804
59,804
39,803
80,804
38,804
44,804
34,803
44,803
44,803
34,804
43,803
43,803
37,804
45,803
39,803
33,804
61,803
72,803
34,804
62,803
59,803
58,803
51,804
56,803
55,803
43,803
43,804
122,803
36,804
81,803
33,804
40,803
11,803
45,803
34,804
21,803
27,803
15,804
10,804
21,804
22,804
32,803
29,803
8,804
19,804
12,804
34,804
40,804
28,804
30,804
25,803
27,803
23,804
33,804
25,803
21,804
6,803
25,803
24,803
2,803
36,803
19,804
31,803
22,803
10,803
20,804
10,803
23,804
5,803
12,804
18,803
31,803
4,803
21,803
7,803
38,804
30,803
36,805
30,803
35,803
24,804
23,804
34,803
31,803
49,803
17,801
35,804
6,804
4,804
47,805
21,804
21,804
17,803
18,803
25,804
20,804
30,803
25,804
27,803
31,803
24,803
29,803
52,803
47,801
53,804
44,803
45,803
49,803
50,803
46,803
43,803
86,803
70,804
82,804
41,804
80,803
21,804
60,803
45,803
58,803
38,803
40,803
39,803
34,804
44,803
49,803
52,803
39,804
47,804
56,804
74,804
67,804
66,804
62,804
50,804
69,804
71,803
60,804
58,804
67,804
81,803
50,803
57,803
58,803
56,804
75,803
54,804
49,803
51,803
52,804
42,804
32,803
27,801
34,803
26,803
68,803
30,803
46,804
40,803
37,804
25,803
67,803
26,804
53,804
54,803
57,803
51,803
70,804
52,803
38,803
31,803
45,804
41,804
33,803
35,804
26,803
26,804
20,804
24,803
16,804
21,804
32,804
20,804
30,804
11,804
38,803
39,803
32,803
25,803
0,803
40,803
36,804
30,803
30,803
27,803
46,803
36,803
35,804
8,804
38,803
6,804
24,803
8,804
34,803
8,803
12,803
11,804
12,803
13,804
9,803
13,803
26,804
6,804
26,804
8,803
3,804
30,804
3,804
20,803
21,803
34,803
30,803
27,804
25,803
27,804
66,804
12,804
21,804
18,803
9,803
30,804
17,804
38,804
20,799
23,803
7,803
24,804
25,803
9,803
25,803
20,803
28,803
22,803
42,804
53,804
44,804
48,803
46,804
44,804
54,804
48,803
49,804
61,803
41,803
43,803
73,803
76,803
65,804
89,803
35,804
61,803
32,803
43,803
40,803
38,803
38,804
40,804
60,804
51,803
51,803
60,804
47,803
56,803
83,803
48,804
67,799
63,803
61,803
56,803
66,805
70,803
61,803
43,804
69,803
74,804
73,803
52,804
48,803
44,804
39,804
54,803
68,803
32,804
48,803
45,803
38,803
41,804
36,803
41,803
24,803
5,804
31,803
74,804
47,803
67,803
65,804
53,803
46,804
50,804
46,803
5,804
54,803
40,804
50,804
60,803
18,804
33,804
17,804
16,804
16,804
36,804
21,803
20,803
17,803
22,804
10,804
16,804
28,801
21,804
6,803
32,804
25,803
21,803
22,804
21,803
30,803
35,803
27,805
38,803
29,803
34,803
28,804
49,804
3,804
48,803
26,801
21,803
21,803
2,803
13,803
10,793
7,803
17,804
29,800
16,804
24,804
28,803
7,803
9,799
25,804
26,804
19,804
21,803
28,804
30,803
27,803
36,803
21,803
27,804
41,804
24,804
18,803
25,808
26,803
30,804
36,804
27,804
33,803
17,801
17,803
28,805
34,804
15,804
18,803
27,804
29,803
63,804
34,804
44,804
55,803
47,803
52,803
46,804
53,803
52,803
49,804
62,804
74,804
50,803
85,803
33,803
48,805
26,804
44,804
33,804
51,804
32,804
46,804
46,803
44,803
49,803
54,804
54,804
33,803
40,803
47,803
56,804
92,803
45,803
55,804
61,803
60,804
71,804
66,804
75,804
63,803
89,804
42,803
72,803
32,804
81,803
49,804
30,803
45,801
59,803
60,803
50,803
44,804
44,804
35,804
44,803
43,804
60,803
0,803
46,804
48,804
52,804
22,804
75,804
54,804
53,803
54,803
52,804
54,804
47,804
41,804
30,803
50,803
51,803
25,803
11,803
21,803
26,803
37,803
21,803
21,803
17,804
26,804
18,803
21,803
17,803
6,803
56,804
15,803
16,804
7,803
79,803
12,803
28,803
21,803
24,803
29,803
38,804
36,803
25,803
21,804
6,804
8,804
0,804
12,804
23,804
10,804
5,804
12,803
13,804
5,804
10,804
6,804
9,805
6,804
30,803
56,803
10,803
16,804
34,804
20,804
36,803
36,804
32,804
40,803
32,804
28,803
47,803
37,804
36,803
9,803
28,803
12,804
39,803
18,803
34,804
21,803
22,804
24,804
24,804
20,803
17,803
16,803
42,803
23,803
27,804
29,804
52,804
47,804
53,804
34,803
52,805
52,804
52,804
46,804
54,804
34,804
50,801
44,803
33,803
64,803
49,804
48,804
55,804
35,804
33,804
44,803
43,803
41,803
45,803
16,804
56,804
24,803
70,804
80,803
52,804
62,803
64,804
54,803
57,803
72,803
67,804
63,803
72,801
77,804
66,803
73,803
48,803
42,804
41,804
44,804
58,804
38,804
42,803
37,803
47,804
43,807
48,804
42,804
44,804
46,804
33,803
38,803
31,803
43,804
72,804
33,803
63,803
59,803
56,803
53,803
55,803
35,803
64,804
41,804
4,803
45,803
49,803
26,803
64,803
39,804
68,804
19,804
21,804
26,804
21,804
16,803
23,803
17,804
9,803
29,803
31,803
24,803
40,803
47,803
11,804
21,803
21,803
29,803
28,804
65,804
35,804
3,804
55,804
23,804
11,804
25,804
26,804
21,804
8,804
20,804
8,803
16,803
12,803
2,804
2,803
1,804
4,804
5,803
9,804
18,803
39,803
22,803
28,804
14,803
41,804
35,802
31,804
34,803
26,804
44,803
27,804
64,803
2,804
66,803
59,803
39,803
63,803
20,804
36,803
17,803
14,803
24,804
19,804
25,804
24,804
43,804
45,803
48,804
44,804
48,804
39,804
64,804
50,803
51,803
52,804
51,804
55,803
42,803
53,804
68,804
93,803
65,803
41,803
83,803
30,803
34,804
35,803
33,804
35,803
38,804
39,803
43,803
21,803
51,803
39,803
56,804
55,803
56,804
53,803
58,804
63,804
61,803
57,803
63,803
61,804
65,804
78,804
81,803
52,804
64,803
59,801
48,804
60,804
39,804
20,803
42,804
44,803
42,801
36,804
40,804
34,804
46,804
37,803
48,803
38,804
47,803
58,808
47,803
58,804
35,801
61,804
69,804
52,804
51,811
45,804
54,803
41,804
86,803
31,804
81,803
25,804
35,803
39,803
71,803
26,803
29,803
22,804
17,803
22,804
19,804
15,803
19,803
21,803
30,804
17,804
19,804
21,804
33,804
29,805
23,803
30,803
28,804
35,804
38,803
26,804
65,803
10,803
28,803
8,803
41,800
21,803
21,804
19,803
8,803
3,804
6,804
17,803
10,803
1,803
13,803
12,803
6,803
9,803
11,804
21,808
19,804
21,803
24,803
35,803
27,803
21,804
30,804
45,803
28,803
45,801
18,803
17,804
20,804
25,804
16,804
10,804
21,805
29,803
21,804
28,804
26,804
15,804
27,804
3,803
21,803
48,804
34,803
39,803
27,803
47,803
59,803
39,804
49,804
52,803
49,803
61,803
68,803
46,804
85,803
43,803
48,803
32,804
62,803
57,803
43,803
42,804
40,799
45,804
47,803
34,803
36,803
41,803
48,804
46,803
54,804
47,804
68,804
58,804
55,804
12,804
61,803
74,804
69,804
69,804
71,804
76,804
55,804
115,804
56,803
50,803
26,803
62,804
45,804
29,803
43,803
43,803
44,803
42,803
46,804
34,803
46,804
19,803
37,803
54,803
41,804
13,804
45,804
46,803
37,788
53,803
54,804
55,804
51,803
40,803
41,803
53,803
40,803
90,804
25,804
41,804
30,804
30,801
37,804
22,804
18,803
17,804
22,804
25,804
23,804
18,804
21,803
29,804
23,803
9,804
48,804
34,804
31,804
35,803
30,803
29,803
33,803
25,804
35,804
22,804
40,803
77,804
9,803
15,804
22,803
12,804
19,803
6,804
15,803
9,804
2,803
18,803
4,803
18,803
12,803
6,804
15,804
25,804
16,803
31,803
30,804
21,803
33,801
38,804
16,804
32,804
34,807
9,804
35,804
29,803
17,803
26,804
25,804
26,803
25,804
6,804
21,803
22,803
28,803
17,803
22,803
5,804
16,804
34,803
15,804
49,804
29,803
39,797
47,804
37,803
56,804
48,803
45,804
55,803
38,804
72,803
43,804
84,803
60,804
97,803
80,804
73,801
61,803
34,803
29,803
42,803
40,804
42,804
33,804
53,804
49,804
56,804
33,804
54,804
56,804
64,804
53,791
52,804
53,804
68,803
67,803
62,803
70,804
65,803
51,804
81,804
60,803
66,803
42,803
56,803
38,803
44,804
82,804
42,804
46,803
43,803
46,804
48,804
26,803
35,803
33,803
54,804
46,803
63,803
59,803
44,803
58,803
64,803
46,803
54,804
48,804
55,804
42,804
43,804
44,805
46,803
52,803
26,804
17,804
21,804
47,804
26,804
20,803
23,803
26,803
15,805
24,804
29,805
14,804
34,803
20,804
15,803
18,801
25,804
46,804
30,804
29,804
30,803
35,803
34,804
39,803
56,803
26,804
64,803
8,804
58,803
47,803
17,803
21,803
14,803
11,804
12,803
12,803
15,804
2,805
12,804
4,803
25,803
22,803
1,804
34,804
6,804
37,803
30,804
43,804
25,803
34,803
36,803
40,804
27,804
32,804
12,803
14,803
65,804
17,803
35,804
30,804
6,804
49,803
21,804
15,803
12,804
17,803
21,804
16,803
23,803
26,804
38,804
17,803
35,804
44,803
28,803
21,803
44,803
54,803
47,804
51,803
54,804
73,803
44,803
35,803
44,803
33,804
49,804
35,804
48,804
54,804
43,804
34,804
30,803
38,803
41,804
43,803
37,804
46,804
18,803
31,803
64,804
56,803
35,803
58,804
63,803
61,804
68,803
62,803
70,805
58,805
69,804
70,804
61,803
46,804
68,804
49,804
57,804
53,803
66,803
43,804
38,803
45,804
46,803
44,803
33,803
33,803
36,804
39,803
29,804
47,804
60,803
34,803
67,804
57,804
52,804
55,803
48,804
54,804
50,803
53,803
43,803
38,803
55,803
26,803
48,803
26,804
39,804
50,803
35,803
28,801
20,803
19,803
22,803
7,803
24,804
9,804
18,804
54,804
32,804
8,803
25,804
10,803
38,804
33,803
34,804
30,803
46,803
21,803
23,804
50,803
24,803
26,804
15,804
23,804
21,803
18,804
2,804
16,804
16,804
9,804
8,804
13,804
7,791
1,804
3,803
7,804
9,803
25,803
17,804
20,804
29,804
35,804
35,803
33,803
40,803
38,803
45,803
24,804
31,803
18,804
25,803
4,804
44,804
25,804
53,803
21,804
22,803
15,804
2,804
18,803
15,803
22,804
17,804
29,804
32,803
28,803
48,804
52,803
47,803
52,803
43,803
53,804
52,807
50,804
53,804
51,804
55,804
43,803
51,803
33,803
41,804
53,804
45,803
60,803
32,803
31,804
37,803
51,804
49,803
15,803
41,804
38,803
16,804
39,803
56,803
59,803
45,805
52,803
62,803
63,803
63,804
68,804
69,803
85,803
57,803
68,803
63,804
54,803
17,804
49,803
38,803
41,801
41,803
51,803
46,803
39,804
45,804
40,804
52,804
52,804
24,803
30,805
38,803
33,804
46,803
53,804
58,804
107,804
59,803
57,803
52,803
62,803
54,803
43,804
56,803
64,804
51,803
17,804
40,803
44,804
55,803
18,803
26,803
24,804
26,803
15,804
10,803
42,803
21,803
26,804
7,803
15,804
32,812
25,803
22,803
30,803
44,803
24,804
34,804
42,803
31,803
26,804
38,803
26,804
29,804
17,804
30,804
12,804
12,803
9,804
12,803
18,803
17,803
7,803
17,804
21,803
9,804
6,804
2,800
8,804
5,804
21,804
13,804
1,803
28,804
36,803
29,803
46,801
25,803
45,803
19,804
60,803
11,804
65,803
26,804
6,803
30,803
26,803
20,803
24,803
21,803
24,804
4,804
29,803
7,803
34,803
19,803
46,804
42,804
59,804
44,804
48,804
45,803
55,803
53,804
42,803
51,803
54,804
65,799
56,803
45,803
44,804
49,804
55,803
49,803
48,803
34,803
43,804
28,804
39,804
36,803
47,804
34,803
40,804
47,803
30,804
39,803
64,803
49,803
62,801
34,803
62,803
67,804
60,804
63,804
67,804
65,803
68,803
46,803
42,803
88,804
59,804
64,803
35,804
53,804
61,803
42,803
49,803
47,804
47,804
47,803
34,804
45,803
32,803
59,803
20,803
23,804
27,803
48,804
46,803
44,804
52,803
56,804
49,803
55,804
55,803
53,804
54,804
41,804
85,804
35,804
41,803
26,803
57,803
91,801
27,804
34,804
30,803
20,803
24,803
20,804
16,803
24,803
15,804
23,804
33,803
20,803
12,804
20,803
21,803
35,804
26,799
28,801
39,804
37,804
48,804
32,803
54,804
18,803
23,803
13,791
17,803
10,803
11,804
16,803
15,803
11,803
16,803
10,803
25,803
4,803
28,804
15,803
16,804
20,803
18,803
20,804
29,804
32,801
32,804
28,803
34,803
37,803
33,803
9,803
39,804
18,804
33,803
41,804
21,804
27,804
10,804
24,804
14,799
23,804
31,804
1,804
31,804
23,804
18,803
69,803
17,803
43,803
39,804
48,803
55,804
44,804
55,803
48,803
55,803
55,803
71,803
51,804
87,805
54,804
58,804
48,803
92,803
44,804
68,803
34,804
32,803
35,804
39,803
45,803
58,804
47,803
29,803
39,804
55,803
47,804
58,804
73,803
58,803
63,803
61,804
68,804
65,804
72,804
68,804
62,804
79,804
70,803
24,804
91,803
49,804
60,804
53,803
29,804
51,803
44,803
37,804
44,803
42,803
13,803
51,804
40,803
38,804
52,804
47,804
2,807
33,804
36,805
66,804
53,804
51,804
54,803
57,803
48,803
54,803
61,803
52,803
50,804
29,804
49,803
41,803
30,804
36,804
27,803
28,804
15,804
21,803
16,804
18,803
25,799
18,804
12,804
44,804
15,804
16,804
21,804
34,803
29,803
34,803
30,803
33,803
24,803
46,803
26,803
25,803
10,804
29,805
8,804
24,803
25,803
9,803
11,804
13,803
12,804
15,803
27,803
6,803
24,803
9,804
12,804
21,803
9,807
13,803
21,803
30,803
37,803
27,804
36,804
39,803
19,804
31,803
24,804
24,804
31,804
59,804
17,804
48,804
16,804
38,804
27,804
15,803
22,803
17,803
16,803
18,811
8,803
36,803
14,803
20,804
24,804
43,803
24,803
61,804
28,803
52,804
46,803
43,804
46,803
42,803
45,803
42,804
77,803
57,804
91,804
71,803
82,803
58,803
27,803
43,804
57,803
45,804
41,804
37,804
41,804
24,804
50,803
61,803
24,804
47,804
40,804
59,804
62,803
57,804
70,803
61,803
69,804
67,804
69,804
64,804
57,804
80,803
54,803
53,803
57,803
50,803
24,803
32,803
31,804
59,803
44,804
40,803
42,804
31,803
43,804
28,803
60,803
30,803
30,804
48,804
49,804
36,803
60,803
18,803
51,803
54,804
52,804
47,803
40,803
75,803
43,803
35,804
36,804
25,804
17,804
30,803
26,804
26,804
20,803
21,804
22,804
20,804
25,804
23,804
14,803
35,803
7,803
31,803
10,805
25,804
24,803
20,804
35,804
27,804
35,804
27,804
23,804
20,804
54,804
7,804
51,804
9,804
8,803
16,803
33,803
18,803
19,803
13,803
13,804
11,803
10,803
2,804
9,803
3,803
6,804
31,804
28,804
30,804
19,804
38,803
33,803
39,804
33,804
32,804
31,804
34,804
25,804
20,804
36,812
17,803
26,803
35,803
26,803
10,804
28,804
24,804
17,803
22,803
11,804
20,803
42,804
26,803
29,803
23,804
49,804
0,804
52,803
16,803
37,804
44,803
47,804
49,803
48,803
46,803
48,804
52,803
44,801
36,804
49,804
64,804
21,804
41,804
42,804
44,804
43,803
40,804
43,804
40,804
44,804
62,803
42,803
55,803
39,803
56,804
14,804
58,804
46,801
62,803
54,803
64,801
62,804
67,804
72,804
68,804
68,803
59,803
93,797
26,804
57,803
29,803
36,804
39,804
43,807
34,804
40,804
41,803
46,803
51,803
37,800
33,803
54,804
30,804
23,804
37,804
137,803
58,803
54,804
59,804
58,804
49,804
52,804
55,804
46,804
56,803
27,803
52,803
25,803
33,804
21,804
30,803
27,803
12,801
25,803
17,803
21,803
18,803
27,804
22,803
29,803
52,804
47,804
60,804
40,803
0,803
41,804
29,803
28,803
26,803
31,803
44,803
28,801
36,803
22,812
39,804
10,804
31,804
26,804
1,803
18,803
11,803
10,804
12,804
19,803
15,803
13,804
4,804
20,803
22,804
15,804
3,804
25,804
22,804
30,804
28,803
37,803
31,803
34,803
26,803
18,804
12,804
18,803
21,803
17,803
26,804
59,803
39,804
49,803
11,804
23,803
24,804
20,803
17,803
1,803
22,803
19,804
37,804
30,800
41,803
68,803
62,803
48,804
36,803
43,804
45,803
48,804
51,804
49,804
52,804
56,804
87,803
30,804
42,801
41,804
17,804
44,804
34,804
27,804
45,803
38,803
36,804
46,803
59,803
35,804
55,805
33,803
56,804
31,803
58,804
47,804
48,803
63,804
61,803
64,804
67,803
67,803
80,803
61,804
79,803
66,799
77,803
53,803
65,803
50,803
44,803
75,803
42,803
31,804
48,804
44,804
37,804
41,804
53,803
29,804
38,804
38,804
38,804
26,804
77,804
54,803
66,803
53,804
56,803
58,803
60,804
54,804
38,803
32,803
59,803
40,803
58,803
57,803
41,804
35,803
27,804
27,801
28,800
22,803
17,803
18,803
18,803
4,803
32,804
27,803
21,804
15,803
38,803
21,803
22,803
2,804
27,804
23,804
29,804
37,803
30,803
37,804
54,803
25,804
4,804
40,803
8,804
25,804
0,801
1,803
6,803
14,803
8,804
16,804
19,804
13,804
10,804
6,803
39,803
1,803
35,803
35,804
19,803
29,803
37,804
25,804
31,803
21,804
38,799
54,804
54,804
22,804
65,803
32,803
20,803
21,804
39,803
26,803
13,803
22,804
18,804
6,804
18,803
23,803
31,805
17,803
21,804
0,804
40,804
53,804
61,804
47,804
52,803
57,803
53,804
46,804
51,804
45,804
54,803
25,803
55,803
43,803
48,803
57,803
58,804
36,803
43,804
30,803
34,804
40,803
44,800
49,803
33,803
53,803
53,804
55,803
54,804
42,803
38,803
45,804
46,804
62,804
75,803
63,803
71,804
67,803
64,803
57,803
56,803
64,804
63,803
65,804
33,804
38,804
50,804
39,804
35,803
36,804
39,803
45,804
48,804
51,803
14,803
51,804
21,803
30,803
41,803
46,804
48,803
55,804
46,803
51,804
48,803
52,803
58,803
50,804
73,803
50,804
40,803
38,804
81,801
33,803
74,804
14,804
36,804
20,812
18,803
26,804
24,803
17,801
9,803
17,803
40,804
29,804
55,803
25,803
40,804
34,803
20,804
35,804
25,804
30,804
37,804
51,804
37,803
35,804
22,801
7,803
1,803
16,803
2,803
8,803
18,803
5,803
12,803
13,803
13,804
10,808
12,804
5,803
11,804
20,803
15,804
10,803
25,804
34,803
40,804
28,804
24,804
38,803
30,804
26,804
34,804
44,803
26,803
52,804
25,803
26,804
19,804
32,803
36,804
27,804
21,804
21,804
24,804
17,804
28,804
29,804
29,803
28,803
30,804
26,804
53,804
57,804
48,803
53,803
57,803
54,803
52,803
53,804
69,803
43,803
62,801
54,804
52,803
50,804
62,803
21,804
61,803
32,804
35,804
32,804
34,803
44,803
40,803
43,803
49,803
47,804
60,804
47,803
88,804
34,803
76,804
42,803
52,804
61,803
70,804
71,804
71,803
66,804
69,804
