IQ,RPM
37,1101
25,1101
48,1101
39,1101
30,1101
54,1101
43,1101
40,1101
54,1101
64,1101
51,1101
46,1101
105,1101
30,1101
79,1101
62,1101
63,1101
50,1101
49,1101
35,1101
43,1101
52,1101
28,1101
35,1101
6,1101
69,1101
46,1101
41,1101
50,1101
56,1101
64,1101
69,1101
105,1101
58,1100
60,1101
42,1101
56,1101
50,1101
56,1103
65,1103
64,1101
63,1101
52,1101
103,1101
50,1101
49,1101
62,1101
54,1101
61,1101
68,1101
72,1101
69,1101
84,1101
73,1101
105,1101
87,1101
51,1101
98,1101
72,1101
76,1101
71,1101
72,1101
67,1103
52,1100
76,1101
66,1101
61,1101
74,1101
45,1101
70,1101
68,1101
70,1101
71,1101
145,1103
73,1101
121,1101
111,1101
104,1101
84,1101
81,1101
68,1101
66,1101
84,1101
67,1101
43,1101
68,1101
72,1101
63,1101
39,1101
61,1101
56,1101
59,1101
56,1101
63,1101
39,1101
111,1101
76,1101
86,1101
91,1101
61,1101
57,1101
62,1101
62,1101
57,1101
48,1101
38,1101
47,1101
51,1101
38,1101
36,1101
39,1101
47,1103
53,1101
37,1101
47,1101
21,1101
51,1101
48,1103
49,1101
69,1101
78,1101
68,1101
52,1101
48,1101
58,1101
1,1101
45,1101
118,1101
53,1101
59,1101
43,1101
48,1101
53,1101
56,1101
63,1101
67,1101
100,1101
90,1101
71,1101
70,1101
60,1101
60,1101
48,1103
61,1103
56,1101
49,1101
65,1101
48,1101
39,1101
44,1101
36,1101
43,1101
56,1101
59,1101
74,1101
65,1101
78,1100
97,1101
80,1100
104,1101
40,1101
83,1101
64,1101
73,1101
75,1101
72,1101
57,1101
49,1101
72,1101
55,1101
69,1101
59,1101
61,1101
63,1101
68,1101
63,1101
66,1101
42,1101
86,1101
121,1101
104,1101
95,1101
101,1101
57,1101
71,1101
62,1101
70,1101
72,1101
64,1101
57,1101
46,1103
43,1101
68,1101
77,1101
55,1101
60,1101
60,1103
65,1101
94,1101
48,1101
108,1101
48,1101
77,1101
38,1101
60,1101
57,1101
56,1101
49,1101
49,1101
52,1101
48,1101
39,1101
33,1101
5,1101
44,1101
42,1101
45,1101
47,1103
32,1101
13,1100
55,1101
73,1101
65,1101
57,1101
52,1101
49,1101
50,1101
51,1101
44,1101
22,1101
42,1101
44,1101
41,1101
51,1101
57,1101
56,1101
55,1101
45,1101
59,1101
55,1100
72,1101
108,1101
43,1101
61,1101
62,1101
58,1101
56,1101
59,1101
67,1103
57,1101
67,1101
56,1101
58,1101
49,1101
63,1101
36,1101
54,1101
58,1101
68,1101
68,1101
62,1103
93,1101
82,1100
90,1101
39,1101
85,1101
82,1101
65,1101
74,1101
66,1101
66,1101
58,1101
51,1101
40,1101
56,1101
45,1101
61,1101
69,1101
74,1101
65,1101
68,1101
63,1103
75,1101
