IQ,RPM
19,804
23,804
39,803
36,803
32,803
31,803
22,804
15,804
36,804
24,803
40,803
33,803
27,804
51,803
34,804
41,804
32,804
43,804
42,804
46,804
49,803
37,803
26,803
70,803
28,803
47,803
42,803
59,804
35,804
31,803
32,803
22,803
36,803
32,803
25,803
41,804
20,803
14,804
33,803
24,804
26,804
41,804
5,803
32,804
49,804
30,803
42,803
35,803
37,804
49,801
40,803
70,803
21,803
72,804
80,803
66,804
36,804
39,803
39,804
39,804
38,804
32,803
34,803
39,803
21,804
27,804
29,804
30,804
34,804
37,804
24,801
73,803
34,803
27,804
28,803
29,803
41,804
41,803
42,804
65,803
57,803
67,803
56,804
55,804
57,804
14,803
33,804
47,803
33,803
36,804
31,804
39,804
32,804
47,804
36,804
49,803
48,804
10,803
19,803
24,803
32,804
49,804
29,803
49,803
43,803
43,804
57,803
37,803
48,803
61,803
35,803
72,803
63,803
41,804
24,804
39,804
39,804
41,804
45,804
31,804
32,803
14,803
7,804
14,803
22,803
48,803
36,804
61,804
27,804
34,804
34,804
41,804
40,804
41,801
41,804
50,803
55,803
51,803
58,804
80,804
80,804
33,804
50,804
14,804
40,804
32,803
34,803
37,804
35,803
23,803
13,804
18,804
33,804
31,804
33,804
67,803
19,803
34,803
34,804
25,804
31,804
38,804
43,804
34,803
60,803
27,803
89,803
74,803
72,803
49,804
65,804
33,804
39,804
32,804
25,804
30,804
35,803
39,804
31,803
47,804
41,804
9,803
32,803
17,804
37,804
25,804
50,804
41,803
35,803
30,803
38,803
47,803
41,803
26,803
47,801
37,803
0,804
64,803
66,803
55,803
50,804
48,804
39,804
26,804
35,804
27,804
16,804
15,803
31,803
38,804
45,804
24,804
11,804
14,803
13,803
42,803
32,803
45,803
33,813
37,804
46,804
51,803
64,803
52,804
36,804
48,803
55,804
48,804
49,801
44,803
23,804
39,804
37,801
39,803
34,804
23,804
12,803
32,803
33,803
31,804
49,803
40,803
10,803
25,804
50,804
40,804
26,804
27,804
41,804
41,803
60,803
42,801
75,803
51,803
64,804
47,804
46,804
57,803
32,803
39,804
39,804
40,804
38,804
37,804
39,804
23,803
36,803
24,804
39,804
42,803
46,803
25,803
32,804
25,804
35,804
41,801
38,795
38,803
49,803
54,803
51,807
58,803
72,803
64,803
73,803
36,804
33,803
24,803
18,804
38,804
32,803
27,804
23,804
41,804
11,803
41,804
40,804
24,804
22,804
47,804
28,803
24,803
33,803
28,803
38,803
31,804
46,804
50,803
61,803
38,804
61,803
57,804
23,804
42,803
46,803
41,804
31,804
32,803
39,803
30,803
32,801
23,803
21,804
44,804
39,800
40,803
34,803
21,804
38,803
41,803
42,804
41,804
37,804
38,803
40,803
35,803
40,804
37,803
52,803
58,804
8,803
56,804
42,804
68,803
39,804
62,804
39,804
29,804
30,803
25,803
23,804
35,803
32,804
30,803
47,804
26,804
22,804
11,804
32,807
50,804
40,804
42,803
34,803
43,804
41,804
41,804
59,803
81,803
65,804
16,804
79,803
56,803
35,803
32,804
39,804
41,803
26,803
39,803
38,803
41,804
33,803
18,804
40,804
8,804
143,803
34,803
12,804
32,804
33,803
38,803
42,804
45,803
48,803
49,804
24,804
33,804
70,801
58,803
7,803
42,803
13,804
42,804
48,804
40,803
33,803
32,804
32,804
31,804
32,804
31,804
23,803
31,803
16,804
37,803
38,803
40,803
42,804
41,803
35,804
38,803
40,803
22,804
40,803
49,803
42,805
71,803
48,803
40,803
81,804
36,804
34,804
39,804
27,804
41,804
37,804
19,804
48,803
23,804
45,803
39,804
40,804
33,804
27,804
10,804
48,804
60,804
36,804
28,804
43,804
41,804
34,804
60,803
65,804
75,803
51,804
32,805
15,804
65,803
42,803
49,803
24,803
35,803
36,803
38,804
32,803
33,803
33,804
36,804
31,804
32,804
2,803
47,803
40,804
32,804
25,804
39,804
34,804
43,804
41,804
50,804
50,807
56,804
46,803
62,804
49,804
66,805
59,804
41,804
14,803
25,804
38,804
36,804
32,804
31,803
35,804
40,804
59,803
23,803
1,803
49,803
28,804
41,804
34,804
26,803
