IQ,RPM
42,803
54,803
35,803
65,803
75,804
44,803
45,804
34,804
36,803
38,803
30,804
21,803
35,804
27,804
33,803
49,804
38,804
9,804
44,803
30,804
39,803
37,803
43,803
40,803
42,803
40,803
38,803
37,803
25,804
34,804
28,804
63,804
17,804
30,804
16,804
19,804
31,804
25,804
16,804
16,804
19,803
27,803
19,803
12,803
22,803
16,804
20,803
30,804
22,803
29,803
23,803
38,804
35,803
37,804
38,803
30,804
64,804
19,804
51,803
41,803
65,803
16,804
38,803
27,803
28,803
13,803
28,803
21,803
10,803
1,803
32,803
18,804
44,804
40,803
49,804
44,803
55,804
56,803
44,804
46,804
48,804
51,804
48,804
51,803
74,803
54,803
63,803
49,804
41,804
44,804
53,803
36,803
27,801
33,803
38,803
38,803
41,804
34,804
57,804
55,803
63,803
24,803
47,804
34,803
24,804
58,803
81,804
76,804
70,803
66,804
76,803
73,804
52,803
81,803
61,804
58,803
52,804
64,803
60,803
58,803
60,803
51,804
58,804
51,804
49,803
48,804
41,804
43,804
50,803
33,804
46,804
55,804
50,804
57,804
76,804
63,803
61,803
54,803
58,803
60,804
63,803
55,804
60,803
61,803
44,803
44,801
96,803
26,804
86,803
24,804
45,803
35,803
27,803
26,803
23,803
26,803
23,804
40,804
41,805
21,804
15,803
25,803
39,803
24,804
40,804
44,804
52,804
38,803
42,804
46,803
43,804
44,803
35,804
22,804
25,804
24,804
25,803
33,803
8,803
12,803
24,803
13,803
25,804
25,804
12,803
14,803
21,803
21,803
16,804
19,803
21,803
19,804
20,804
30,804
33,804
38,803
44,803
39,803
33,804
47,803
35,804
44,803
25,803
33,803
7,803
36,803
17,803
21,804
24,804
16,803
18,804
25,803
33,803
27,800
41,804
20,804
32,804
19,804
58,804
39,803
38,803
44,803
53,804
44,803
46,804
54,804
54,804
51,804
69,804
48,803
91,803
49,804
56,803
39,804
47,804
44,804
44,803
45,803
43,803
45,803
34,803
37,804
32,803
53,803
61,803
47,803
65,804
47,803
23,804
63,803
61,804
57,804
63,804
73,804
68,803
63,804
55,804
58,804
53,803
53,804
73,804
26,804
39,804
50,804
50,803
81,804
44,804
53,803
45,803
56,804
61,803
40,803
38,803
39,803
62,803
42,803
56,804
45,803
78,803
79,803
59,804
66,804
61,803
66,803
56,804
72,803
50,803
45,803
29,803
65,803
33,803
49,804
36,804
58,804
28,804
33,803
30,803
31,803
31,803
19,803
26,804
9,804
60,804
63,804
35,804
20,803
24,803
41,803
37,804
43,804
35,804
49,804
41,803
45,803
42,803
27,803
23,804
42,804
55,803
17,804
21,803
26,803
20,803
32,803
22,803
12,804
17,803
21,804
4,803
11,803
22,803
7,804
11,803
30,803
31,804
38,804
43,804
35,803
35,803
34,803
40,803
26,803
32,804
36,804
15,805
25,804
33,804
26,804
17,803
27,804
20,804
17,804
25,804
24,804
39,804
11,803
40,803
25,803
50,804
15,803
33,803
38,803
44,804
42,803
54,803
50,800
48,803
49,803
49,804
62,803
53,804
85,803
73,804
85,804
57,803
55,804
49,804
52,799
51,804
35,804
31,803
40,803
39,803
33,803
44,804
28,804
47,803
39,804
46,804
64,804
14,804
53,803
78,804
52,804
67,803
60,804
66,804
70,804
65,803
77,803
66,803
50,804
85,804
50,804
49,804
50,804
58,803
38,803
59,803
54,803
49,803
50,804
44,803
34,804
54,803
47,804
13,803
38,804
63,805
45,799
47,803
80,804
63,804
61,803
59,804
68,803
71,803
53,803
53,803
60,804
82,804
39,804
35,803
33,803
50,803
48,804
36,803
43,804
28,804
32,804
28,804
25,803
26,803
1,803
32,804
18,804
14,803
40,804
40,803
57,803
74,803
21,803
30,803
37,803
38,804
48,803
31,803
46,803
39,805
40,803
30,804
64,804
1,804
58,803
6,804
18,803
16,803
20,803
23,803
16,804
19,804
15,803
5,804
3,803
21,803
1,803
20,803
17,803
19,804
46,804
36,804
38,804
36,803
30,803
38,804
37,803
37,803
40,804
19,804
41,804
11,803
21,803
27,803
52,803
26,803
25,802
13,803
23,804
26,804
13,803
18,803
18,803
21,803
24,803
4,803
62,804
37,803
46,803
30,803
39,803
48,803
58,803
55,803
43,804
63,803
97,804
55,804
42,803
33,803
35,803
39,804
34,804
34,803
40,804
38,804
39,804
51,804
34,803
57,804
41,804
63,804
62,803
55,804
65,804
85,803
54,803
53,803
33,801
64,804
79,803
68,803
71,804
61,803
76,803
53,803
52,803
51,804
121,803
50,807
72,803
50,804
51,803
52,803
61,803
50,804
40,803
48,804
43,803
41,804
43,803
44,803
39,804
58,803
23,803
45,803
66,804
53,804
