IQ,RPM
79,897
46,900
47,898
25,898
35,898
38,898
34,900
18,900
45,900
33,900
37,900
15,898
43,900
36,898
38,898
32,898
32,900
24,898
40,900
46,898
39,898
53,898
64,898
32,900
41,900
85,900
39,900
59,898
42,898
41,900
38,900
38,900
34,901
33,895
4,900
47,898
7,898
16,898
26,898
36,898
28,898
48,900
22,898
31,898
38,898
33,898
59,898
51,898
51,900
49,900
72,898
73,901
38,898
23,900
49,898
39,900
34,898
34,900
11,900
27,900
14,900
22,900
29,893
34,898
66,898
15,900
30,900
46,898
32,898
31,900
41,898
46,900
39,900
64,898
60,894
42,900
47,900
45,900
38,900
45,900
41,900
37,898
38,898
30,898
25,898
28,900
33,898
31,898
23,898
35,898
36,898
45,898
31,898
33,898
30,898
41,898
55,898
38,898
54,900
46,898
60,900
9,900
79,900
86,898
43,900
50,898
44,900
50,898
36,900
41,897
34,900
28,898
34,898
30,898
25,900
38,900
27,898
30,900
48,898
37,898
44,900
33,898
39,898
39,898
26,897
84,900
82,900
72,898
95,898
38,898
16,898
41,898
25,900
39,898
28,900
40,898
27,898
32,900
25,898
48,898
9,900
33,900
24,900
30,900
32,900
36,900
36,898
41,900
39,898
48,894
60,898
69,900
74,898
62,898
78,898
38,900
26,898
34,900
43,898
42,900
46,900
49,900
28,898
28,898
23,897
24,898
13,898
26,900
38,898
39,900
32,900
38,898
39,898
38,898
56,898
60,898
60,900
66,900
16,898
74,898
75,898
52,898
41,898
34,900
30,900
34,898
32,900
2,900
32,900
21,898
22,900
26,898
30,900
32,900
64,900
23,900
36,900
36,900
54,898
40,898
28,898
63,898
31,900
82,898
39,900
77,900
42,898
56,898
25,898
32,897
33,900
52,898
25,898
25,900
12,902
31,898
15,900
26,898
12,898
11,898
14,898
25,898
38,898
40,898
48,898
63,898
30,898
73,898
45,900
89,898
71,900
28,898
50,898
42,898
41,898
43,898
39,898
41,898
25,898
37,897
10,898
38,897
16,898
35,900
35,898
59,900
39,900
39,900
32,898
36,898
43,898
30,897
51,898
36,900
73,900
48,900
65,898
57,901
34,898
33,898
47,898
34,898
36,900
24,898
25,898
39,898
30,898
22,898
17,898
30,900
23,898
21,898
23,900
43,900
36,898
41,900
47,898
65,900
82,898
25,898
59,900
55,901
30,898
28,898
50,900
49,898
37,900
34,898
32,898
33,898
16,900
23,900
31,898
23,900
26,898
31,898
4,900
21,900
46,900
38,900
40,898
43,898
55,898
6,898
82,900
82,900
1,900
80,898
72,898
47,898
32,900
41,898
40,900
34,900
25,898
44,900
28,898
20,898
30,898
17,900
5,898
32,900
42,900
22,898
37,897
37,900
38,898
34,900
33,898
63,898
74,900
28,898
79,898
46,898
70,898
25,898
33,898
36,900
39,902
32,900
40,900
35,900
28,898
34,898
9,898
40,900
30,900
32,898
41,898
32,898
37,898
40,898
37,898
40,898
36,898
77,898
69,900
50,898
80,898
78,898
47,900
41,898
41,898
37,900
42,900
37,898
33,900
25,900
33,900
7,898
15,898
28,898
40,900
33,898
39,900
38,897
41,900
44,898
36,900
31,898
34,900
69,900
26,898
80,900
47,900
57,898
62,900
44,900
40,900
34,898
38,900
33,900
44,900
19,900
10,898
23,898
32,898
35,898
36,898
30,898
39,898
34,898
36,898
38,901
47,898
55,900
75,900
93,900
82,898
80,900
62,898
51,898
46,900
33,900
48,900
43,900
34,898
47,898
34,898
6,900
24,898
39,900
43,898
36,898
25,900
29,900
39,898
31,898
55,897
44,898
48,898
6,898
60,900
60,900
87,898
39,900
82,897
47,898
51,898
34,898
35,900
44,898
1,898
33,898
36,898
24,898
22,898
47,898
44,898
26,900
42,898
32,898
20,900
32,898
42,898
41,898
47,900
65,900
64,898
84,900
33,900
93,898
63,898
49,898
44,900
41,898
40,898
38,900
33,898
35,898
40,900
10,898
16,900
40,900
21,900
23,900
18,898
31,900
45,900
45,898
39,898
55,898
55,900
60,898
59,900
75,898
104,898
79,900
74,898
41,900
42,898
43,898
43,901
43,900
33,898
25,898
45,898
15,898
38,900
18,900
30,898
28,900
1,900
38,900
41,898
40,898
41,898
55,900
67,898
77,898
66,900
18,898
72,898
49,898
55,897
43,900
49,898
44,898
38,900
36,900
33,900
48,900
24,898
22,895
23,898
10,898
8,900
42,898
31,898
32,900
33,898
41,898
39,897
56,898
60,898
64,900
90,898
72,897
55,898
76,898
47,900
40,898
48,900
40,900
47,898
40,898
41,898
37,898
34,898
16,898
16,898
30,900
18,900
37,898
39,900
41,898
41,900
48,898
33,900
56,898
32,900
60,898
33,898
56,898
40,900
38,897
43,900
57,900
39,898
33,900
41,900
40,900
4,898
19,898
30,898
6,900
27,898
12,898
33,898
30,898
32,898
29,901
36,898
43,898
55,900
61,900
81,900
84,900
82,900
69,900
60,898
41,900
26,900
41,898
26,900
37,898
39,898
51,900
25,898
38,900
31,898
16,900
35,900
46,898
24,898
31,900
32,900
38,901
50,898
38,900
55,898
30,898
64,900
44,900
96,900
55,898
56,898
1,898
41,895
36,900
45,900
34,898
41,898
34,898
25,898
24,900
39,898
26,898
30,898
14,900
41,900
39,898
47,898
41,898
38,898
39,900
60,900
63,900
66,900
80,898
24,898
89,900
42,900
54,898
41,898
45,898
33,898
34,898
25,900
29,898
33,898
30,900
39,898
26,900
12,898
24,900
51,898
32,900
41,898
40,898
57,898
47,898
23,900
68,900
90,898
41,898
79,900
34,898
54,898
14,898
41,900
38,900
38,898
41,898
33,898
25,898
14,898
31,900
24,901
11,898
17,898
27,900
38,900
47,898
46,898
47,900
40,898
46,900
35,900
36,900
37,898
32,900
41,898
42,898
75,898
42,900
40,900
42,897
38,898
26,900
35,900
23,898
6,900
45,900
18,898
30,900
32,898
33,898
23,898
41,898
31,898
38,898
47,898
60,898
56,900
54,898
97,898
63,898
85,898
59,898
54,898
41,898
41,900
38,898
39,900
33,900
37,898
46,898
7,900
32,900
42,900
8,898
29,900
31,898
39,900
38,900
45,898
